id,display_name,lane,instrument_family,strategy_family,version,parent_id,credibility_tier,status,role,rules_frozen,paper_forward_active,implementation_status,data_source,evidence_source,latest_evidence_path,latest_known_result_summary,allowed_next_action,forbidden_next_actions,promotion_requirements,demotion_or_kill_criteria,notes,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers
SPY_200d_exposure_frontier_1_20x_v1,SPY 200-Day Exposure Frontier 1.20x,compact_challenge,ETF simulated exposure,SPY_200d exposure frontier diagnostic,v1,SPY_200d_trend_model,tier1_exploratory,too_risky,risk_budget_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_exposure_frontier,evidence/challenge_runs/latest/,Pre-specified 1.20x exposure diagnostic; expected higher drawdown burden.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_exposure_multiplier,Not eligible without separate Tier 2 exposure feasibility review and fixed risk model.,"Stop risk, overshoot, drawdown, or stress degradation remains materially worse than unlevered SPY_200d.","Diagnostic only; no real margin, liquidation, or leveraged ETF path-dependency model.",,,
SPY_200d_exposure_frontier_1_25x_v1,SPY 200-Day Exposure Frontier 1.25x,compact_challenge,ETF simulated exposure,SPY_200d exposure frontier diagnostic,v1,SPY_200d_trend_model,tier1_exploratory,too_risky,risk_budget_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_exposure_frontier,evidence/challenge_runs/latest/,Pre-specified 1.25x exposure diagnostic; prior broad leverage check was too risky.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_exposure_multiplier,Not eligible without separate Tier 2 exposure feasibility review and fixed risk model.,"Stop risk, overshoot, drawdown, or stress degradation remains materially worse than unlevered SPY_200d.","Diagnostic only; no real margin, liquidation, or leveraged ETF path-dependency model.",,,
SPY_200d_vol_target_12_cap_1_00_v1,SPY 200-Day Vol Target 12% Cap 1.00,compact_challenge,ETF,SPY_200d volatility-control diagnostic,v1,SPY_200d_trend_model,tier1_exploratory,exploratory_only,risk_control_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_volatility_control_diagnostic,evidence/challenge_runs/latest/,Predeclared 12% target-volatility diagnostic with 60-day realized volatility and 1.00 cap.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_target_vol;tune_vol_window,"Tier 2 review would require fixed-rule evidence, benchmark comparison, stress survival, and no parameter tuning.","Target probability collapses, drawdown is not improved, or stress costs make it too slow.",Tier 1 diagnostic only; does not modify frozen SPY_200d_trend_model v1.,diagnostic_only,False,tier1_exploratory;risk_control_diagnostic;not_paper_forward_allowed
SPY_200d_vol_target_12_cap_1_10_v1,SPY 200-Day Vol Target 12% Cap 1.10,compact_challenge,ETF,SPY_200d volatility-control diagnostic,v1,SPY_200d_trend_model,tier1_exploratory,exploratory_only,risk_control_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_volatility_control_diagnostic,evidence/challenge_runs/latest/,Predeclared 12% target-volatility diagnostic with 60-day realized volatility and 1.10 cap; approximate financing applies above 1.00 exposure.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_target_vol;tune_vol_window,"Tier 2 review would require fixed-rule evidence, benchmark comparison, stress survival, and a credible exposure/financing model.","Stop risk, drawdown, or stress degradation is materially worse than unmodified SPY_200d.",Tier 1 diagnostic only; no real margin model and no paper-forward eligibility.,diagnostic_only,False,tier1_exploratory;risk_control_diagnostic;exposure_above_1x;not_paper_forward_allowed
portfolio_spy200d_100_v1,Portfolio SPY 200-Day 100%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,watchlist_diagnostic,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,"Exact diversified portfolio challenge wrapper matched SPY_200d closely; diagnostic only, not paper-forward.",run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,"Fails target-before-stop, stress survival, benchmark comparison, or drawdown/stop behavior.",Baseline portfolio wrapper for SPY_200d; does not alter frozen paper-forward SPY_200d v1.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_80_bil_20_v1,Portfolio SPY 200-Day 80% / BIL 20%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,duplicate_or_near_duplicate,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Exact diversified challenge showed lower drawdown but materially lower +300/+400 target rates versus SPY_200d.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Defensive dilution makes +300/+400 too slow or does not improve stop behavior.,Fixed 80/20 defensive portfolio diagnostic; not paper-forward active.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_70_bil_30_v1,Portfolio SPY 200-Day 70% / BIL 30%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,duplicate_or_near_duplicate,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Exact diversified challenge showed lower drawdown but too much target-rate sacrifice versus SPY_200d.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Defensive dilution makes +300/+400 too slow or does not improve stop behavior.,Fixed 70/30 defensive portfolio diagnostic; not paper-forward active.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_60_ief_20_bil_20_v1,Portfolio SPY 200-Day 60% / IEF 20% / BIL 20%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,too_slow,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Exact diversified challenge showed bond/cash defense reduced drawdown but made the +300/+400 challenge too slow.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Bond/cash mix makes +300/+400 too slow or does not improve stop behavior.,Fixed bond defensive portfolio diagnostic; not paper-forward active.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_70_gld_15_bil_15_v1,Portfolio SPY 200-Day 70% / GLD 15% / BIL 15%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,too_slow,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Exact diversified challenge showed gold/cash defense reduced drawdown but did not preserve enough target probability.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Gold/cash mix makes +300/+400 too slow or does not improve stop behavior.,Fixed gold defensive portfolio diagnostic; not paper-forward active.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_60_ief_20_gld_10_bil_10_v1,Portfolio SPY 200-Day 60% / IEF 20% / GLD 10% / BIL 10%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier3_candidate_validation,too_slow,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Exact diversified challenge showed multi-asset defense reduced drawdown but was too slow for +300/+400.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Multi-asset mix makes +300/+400 too slow or does not improve stop behavior.,Fixed multi-asset defensive portfolio diagnostic; not paper-forward active.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_80_ab_20_v1,Portfolio SPY 200-Day 80% / A-B Control 20%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier2_credible_prototype,incomplete_evidence,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Fixed strategy-diversification mix diagnostic; awaits compact challenge evidence.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Strategy sleeve lowers target probability without sufficient drawdown improvement.,Fixed strategy-diversification diagnostic; does not alter frozen A/B control or SPY_200d rows.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_70_ab_20_bil_10_v1,Portfolio SPY 200-Day 70% / A-B 20% / BIL 10%,compact_challenge,diversified ETF portfolio,fixed_weight_portfolio,v1,SPY_200d_trend_model,tier2_credible_prototype,incomplete_evidence,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Fixed strategy-diversification mix diagnostic; awaits compact challenge evidence.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights,Exact compact challenge evidence plus separate promotion review; no automatic paper-forward.,Strategy sleeve/cash mix lowers target probability without sufficient drawdown improvement.,Fixed strategy-diversification diagnostic; does not alter frozen A/B control or SPY_200d rows.,diagnostic_only,False,diagnostic_only;not_paper_forward_allowed;requires_separate_promotion
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,Portfolio SPY 200-Day 80% / Crypto TSMOM 10% / BIL 10%,compact_challenge,diversified ETF plus crypto portfolio,fixed_weight_portfolio,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache_and_crypto_exploratory_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Optional Tier 1 crypto satellite portfolio diagnostic; not candidate validation.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights,Tier 2 crypto review plus separate portfolio promotion review.,Crypto sleeve adds stop/drawdown risk or remains data/execution-limited.,Tier 1 exploratory only; not paper-forward ready and not a real-money recommendation.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,Portfolio SPY 200-Day 70% / Crypto TSMOM 10% / IEF 10% / BIL 10%,compact_challenge,diversified ETF plus crypto portfolio,fixed_weight_portfolio,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache_and_crypto_exploratory_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Optional Tier 1 crypto satellite portfolio diagnostic; not candidate validation.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights,Tier 2 crypto review plus separate portfolio promotion review.,Crypto sleeve adds stop/drawdown risk or remains data/execution-limited.,Tier 1 exploratory only; not paper-forward ready and not a real-money recommendation.,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
family_broad_etf_spy200d_v1,Family Broad ETF SPY 200-Day Trend,compact_challenge,broad_etf_trend,independent_family_challenge,v1,SPY_200d_trend_model,tier3_candidate_validation,benchmark_candidate,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Independent family account for unmodified SPY_200d trend model; not a blended portfolio.,run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact family challenge evidence plus separate promotion review.,"Fails target-before-stop, stress survival, benchmark comparison, or drawdown/stop behavior.","Family row uses its own $3,000 account and does not alter frozen SPY_200d paper-forward rules.",watchlist,False,requires_separate_promotion;not_paper_forward_allowed_from_family_packet
family_broad_etf_spy_buy_hold_v1,Family Broad ETF SPY Buy Hold,compact_challenge,broad_etf_buy_hold,independent_family_challenge,v1,SPY_buy_hold,benchmark,benchmark_candidate,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Aggressive equity benchmark family with its own $3,000 account.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only; no real-money promotion.,Drawdown/stop behavior remains too large for practical use.,Family benchmark only; not allocation advice.,benchmark_candidate,False,benchmark_only;requires_separate_promotion
family_cash_treasury_bil_v1,Family Cash Treasury BIL,compact_challenge,cash_treasury_proxy,independent_family_challenge,v1,BIL_cash_proxy,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Defensive benchmark family; expected to be too slow for +300/+400.,run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark only.,Not applicable; defensive benchmark.,"Separate $3,000 defensive family account; not a real-money recommendation.",benchmark_only,False,benchmark_only;too_slow_for_target
family_bond_treasury_ief_v1,Family Bond Treasury IEF,compact_challenge,bond_treasury_etf,independent_family_challenge,v1,,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Bond/Treasury ETF benchmark family with its own $3,000 account if cache is available.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only.,Too slow for +300/+400 challenge.,Uses existing adjusted ETF cache only; no new loader.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet
family_gold_gld_v1,Family Gold GLD,compact_challenge,gold_commodity_etf,independent_family_challenge,v1,,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Gold ETF benchmark family with its own $3,000 account if cache is available.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only.,Too slow or too volatile for the challenge metric.,Uses existing adjusted ETF cache only; no new loader.,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet
family_etf_sector_momentum_A_v1,Family ETF Sector Momentum A,compact_challenge,etf_sector_momentum,independent_family_challenge,v1,A_ETF_sector_momentum,tier2_credible_prototype,incomplete_evidence,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Family row requires exact daily stream; unavailable rows are not approximated.,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact daily family stream and all-possible challenge windows.,Exact stream cannot be produced without changing frozen rules.,Reported as family reference only when exact stream is unavailable.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden
family_etf_ab_no_cash_v1,Family ETF A/B No Cash Control,compact_challenge,etf_ab_strategy,independent_family_challenge,v1,current_no_cash_proxy_alpha_AB,tier3_candidate_validation,incomplete_evidence,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Family row requires exact daily A/B stream; unavailable rows are not approximated.,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact daily family stream and all-possible challenge windows.,Exact stream cannot be produced without changing frozen rules.,Does not alter frozen current_no_cash_proxy_alpha_AB paper-forward control.,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden
family_crypto_spot_time_series_momentum_v1,Family Crypto Spot Time Series Momentum,compact_challenge,crypto_spot_momentum,independent_family_challenge,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,independent_family_diagnostic,True,False,implemented_exploratory,crypto_exploratory_cache_only,compact_challenge_independent_family,evidence/challenge_runs/latest/,Optional crypto family row; Tier 1 exploratory only.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures,Tier 2 crypto review and credible data/execution model.,Data quality or stop risk remains unacceptable.,Optional family comparison only; no crypto leverage/perps/futures.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_crypto_spot_buy_hold_equal_weight_v1,Family Crypto Spot Buy Hold Equal Weight,compact_challenge,crypto_spot_buy_hold,independent_family_challenge,v1,crypto_buy_hold_equal_weight,tier1_exploratory,exploratory_only,independent_family_diagnostic,True,False,implemented_exploratory,crypto_exploratory_cache_only,compact_challenge_independent_family,evidence/challenge_runs/latest/,Optional crypto benchmark family row; Tier 1 exploratory only.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures,Tier 2 crypto review and credible data/execution model.,Data quality or stop risk remains unacceptable.,Optional crypto benchmark family only; no real-money recommendation.,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_individual_stock_momentum_v1,Family Individual Stock Momentum,stock_memo,individual_stock_momentum,independent_family_blocked,v1,individual_stock_momentum_gate1a,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,gate1a_vendor_verification,docs/research_memos/gate1/individual_stock_momentum/vendor_verification/,Gate 1A continue_defer; no survivorship-free data/delisting treatment approved.,continue_vendor_review,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 2 approval after data/vendor feasibility.,Credible data remains unavailable or too costly.,Family is reported in challenge evidence but not run.,blocked_by_gate,False,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified
family_options_directional_v1,Family Options Directional,options_memo,options_directional,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Option execution/risk modeling remains unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;options_data_and_execution_model_missing
family_options_premium_v1,Family Options Premium,options_memo,options_premium,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, margin, assignment, tail-risk, or realistic fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Tail-risk and execution modeling remain unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;options_tail_risk_model_missing
