run_id,lane,strategy,portfolio_id,portfolio_role,family_id,family_group,family_role,independent_family_account,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,rolling_status,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,average_portfolio_turnover,median_portfolio_turnover,unavailable_window_count,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.342,0.338,0.188,0.186,0.156,0.114,0.156,3126.8461534990674,3124.366631464045,3093.804558713987,-255.6149151805671,-1280.6792098551089,0.694,0.306,0.032,0.198,0.132,,,0.0,-767.7846609753828,0.058,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.1344653497585147,0.4145554382134833,0.31091657866011246,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.754,0.7,0.48,0.428,0.21,0.15,0.21,3326.970854528141,3300.6435876626047,3234.3847531605556,-339.0728129309723,-1522.7085447786333,0.718,0.282,0.034,0.502,0.318,,,0.0,-792.0938403004066,0.08,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.5378475746310554,1.0021452922086822,0.7516089691565117,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,stress,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.1,0.1,0.048,0.048,0.054,0.028,0.054,3042.193483706452,3041.545533403804,3027.278668952879,-127.08953889218515,-932.8529345125917,0.604,0.396,0.028,0.068,0.032,,,0.0,-768.9181105460298,0.028,0.012,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.5547548908543194,0.13848511134601268,0.1038638335095095,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,stress,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.228,0.228,0.11,0.11,0.102,0.058,0.102,3090.2042472141993,3088.701316937768,3063.9610057577484,-194.91851332148872,-1253.0924264839964,0.678,0.322,0.032,0.142,0.08,,,0.0,-797.4408768220169,0.048,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.0884873774733275,0.29567105645922614,0.2217532923444196,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,stress,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.342,0.338,0.186,0.184,0.156,0.114,0.156,3125.274538075412,3122.8059941608226,3092.2583160299555,-255.48918544134654,-1280.0413835319655,0.688,0.312,0.032,0.194,0.132,,,0.0,-768.9181105460298,0.06,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.133402305886609,0.40935331386940865,0.30701498540205646,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,stress,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.754,0.7,0.476,0.424,0.21,0.15,0.21,3325.30552632661,3299.0013992291415,3232.768166163297,-338.90333677780086,-1521.94946616226,0.718,0.282,0.034,0.496,0.318,,,0.0,-793.2098441432859,0.082,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.5365824436037667,0.996671330763805,0.7475034980728538,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,standard,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.2995296385807,3000.2995296385807,3002.897006371399,-1.8289603221132893,-23.26425439389004,0.518,0.468,0.0,0.0,0.0,,,0.0,-12.338968817172372,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.03877375732315007,0.0009984321286022654,0.000748824096451699,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,standard,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.171303286691,3002.171303286691,3007.7601910355584,-2.153416920446034,-24.674171298818692,0.558,0.434,0.0,0.0,0.0,,,0.0,-13.43056890810567,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.041123618831364485,0.007237677622303333,0.0054282582167275,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,standard,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.7347286042514,3003.7347286042514,3012.7067004675537,-2.1553009225581263,-23.44995354466073,0.6,0.398,0.0,0.0,0.0,,,0.0,-4.698514444616649,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.039083255907767886,0.012449095347504529,0.009336821510628398,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,standard,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.0320969290487,3010.0320969290487,3028.253544888127,-2.5759990972621836,-23.587355991679033,0.65,0.35,0.0,0.0,0.0,,,0.0,-5.221555746252307,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.03931225998613172,0.033440323096829164,0.02508024232262187,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,stress,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.194071786892,2999.194071786892,3001.41588597737,-3.3280168573835454,-23.252580938297342,0.432,0.554,0.0,0.0,0.0,,,0.0,-13.832895545834162,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.038754301563828905,0.0,0.0,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,stress,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.6697946053455,3000.6697946053455,3006.267604445601,-3.6529238322859783,-26.168074458362753,0.516,0.476,0.0,0.0,0.0,,,0.0,-14.930117450408488,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.04361345743060459,0.002232648684484957,0.0016744865133637176,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,stress,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.2319459492674,3002.2319459492674,3011.2026530363933,-3.6535503174834503,-23.438227821744476,0.546,0.452,0.0,0.0,0.0,,,0.0,-6.1992010918338565,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.039063713036240795,0.007439819830891186,0.0055798648731683895,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,defensive_benchmark,benchmark,1.0,1.0,stress,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008.5259978581444,3008.5259978581444,3026.738731394647,-3.65657215778333,-23.575566694386907,0.606,0.394,0.0,0.0,0.0,,,0.0,-6.721980342683764,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.03929261115731151,0.028419992860481216,0.02131499464536091,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,standard,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.028,0.028,0.0,0.0,0.0,0.0,0.0,3006.0970941014257,3006.0970941014257,3025.22549079271,-52.458285415747014,-248.6664539970402,0.57,0.43,0.0,0.026,0.0,,,0.0,-248.6664539970402,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.414444089995067,0.020323647004752275,0.015242735253564206,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,standard,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.062,0.062,0.026,0.026,0.0,0.0,0.0,3018.0946772296693,3018.0946772296693,3025.744626233368,-81.99629474291032,-340.4253263699443,0.604,0.396,0.0,0.028,0.004,,,0.0,-278.1523906117154,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.5673755439499072,0.06031559076556429,0.04523669307417322,True,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,standard,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.082,0.082,0.03,0.03,0.0,0.0,0.0,3023.893689123902,3023.893689123902,3033.5275362692532,-103.19829165722899,-398.52784239373113,0.614,0.386,0.0,0.024,0.002,,,0.0,-336.4583297638869,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.6642130706562186,0.07964563041300607,0.05973422280975456,True,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,standard,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.178,0.178,0.072,0.072,0.0,0.0,0.0,3080.0795115629735,3080.0795115629735,3062.9548294190076,-146.76674500874174,-511.35104310790257,0.604,0.396,0.0,0.082,0.02,,,0.0,-451.96811065445854,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,review,0.8522517385131709,0.26693170520991166,0.20019877890743373,True,True,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,stress,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.028,0.028,0.0,0.0,0.0,0.0,0.0,3004.593069011996,3004.593069011996,3023.7127262053054,-52.657892220302756,-250.0513611978513,0.552,0.448,0.0,0.026,0.0,,,0.0,-250.0513611978513,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,normal,0.4167522686630855,0.01531023003998598,0.011482672529989486,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,bond_defensive_benchmark,benchmark,1.0,1.0,stress,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.062,0.062,0.026,0.026,0.0,0.0,0.0,3016.5896828292025,3016.5896828292025,3024.231462839812,-81.95546593853715,-340.2557292124966,0.6,0.4,0.0,0.028,0.004,,,0.0,-279.5083931820204,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.5670928820208276,0.05529894276400834,0.04147420707300625,True,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
