id,display_name,lane,instrument_family,strategy_family,version,parent_id,credibility_tier,status,role,rules_frozen,paper_forward_active,implementation_status,data_source,evidence_source,latest_evidence_path,latest_known_result_summary,allowed_next_action,forbidden_next_actions,promotion_requirements,demotion_or_kill_criteria,notes,strategy_id,family,instrument_lane,evidence_tier,current_status,allowed_next_actions,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,evidence_needed,duplicate_of,blocked_reason,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers
family_forex_momentum_carry_v1,Family Forex Momentum Carry,forex_memo,forex_momentum_carry,independent_family_blocked,v1,forex_momentum_carry_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no spread, financing, leverage, or broker execution model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Execution and financing modeling remain unresolved.,Family is reported but not run.,family_forex_momentum_carry_v1,independent_family_blocked,forex_momentum_carry,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=forex_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;forex_execution_financing_model_missing,blocked_by_gate,False,blocked_by_gate;forex_execution_financing_model_missing
family_intraday_orb_v1,Family Intraday ORB,intraday_memo,intraday_opening_range_breakout,independent_family_blocked,v1,intraday_orb_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; daily bars cannot model intraday fills, spreads, queue, or stop behavior.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Intraday execution realism remains unacceptable.,Family is reported but not run.,family_intraday_orb_v1,independent_family_blocked,intraday_opening_range_breakout,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=intraday_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;intraday_data_and_fill_model_missing,blocked_by_gate,False,blocked_by_gate;intraday_data_and_fill_model_missing
family_volatility_products_v1,Family Volatility Products,volatility_memo,volatility_products,independent_family_blocked,v1,volatility_products_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no product mechanics, decay, roll-yield, path-dependency, or event-risk model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Product path-dependency and event risk remain unacceptable.,Family is reported but not run.,family_volatility_products_v1,independent_family_blocked,volatility_products,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=volatility_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;volatility_product_mechanics_missing,blocked_by_gate,False,blocked_by_gate;volatility_product_mechanics_missing
family_event_news_momentum_v1,Family Event News Momentum,archive,event_news_momentum,independent_family_blocked,v1,,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,Blocked; no point-in-time event timestamps or reliable historical event data.,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Point-in-time data remains unavailable.,Family is reported but not run.,family_event_news_momentum_v1,independent_family_blocked,event_news_momentum,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;point_in_time_event_data_missing,blocked_by_gate,False,blocked_by_gate;point_in_time_event_data_missing
C_swing_trend_pullback,C Swing Trend Pullback,archive,ETF,swing_pullback,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,C_swing_trend_pullback,swing_pullback,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
D_mean_reversion,D Mean Reversion,archive,ETF,mean_reversion,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,D_mean_reversion,mean_reversion,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
E_breakout_vcb,E Breakout VCB,archive,ETF,breakout,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,E_breakout_vcb,breakout,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
crypto_simulated_leverage_1_5x,Crypto Simulated Leverage 1.5x,crypto_exploratory,crypto_spot,simulated_leverage_diagnostic,v1,crypto_buy_hold_equal_weight,tier1_exploratory,too_risky,diagnostic_only,True,False,implemented_exploratory,yfinance_crypto_spot_cache,compact_challenge_diagnostic,evidence/challenge_runs/latest/,Approximate leverage diagnostic only; not real margin or liquidation modeling.,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money,Not eligible.,Already too risky.,Diagnostic only; not a strategy candidate.,crypto_simulated_leverage_1_5x,simulated_leverage_diagnostic,crypto_spot,tier1_exploratory,too_risky,no_action,False,False,False,mark_too_risky,"Conservative registry default from status=too_risky, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",risk_budget_or_stop_risk,not_flagged,breach_or_high_risk_flagged,risk-control evidence required before promotion,,,,,
crypto_simulated_leverage_2_0x,Crypto Simulated Leverage 2.0x,crypto_exploratory,crypto_spot,simulated_leverage_diagnostic,v1,crypto_buy_hold_equal_weight,tier1_exploratory,too_risky,diagnostic_only,True,False,implemented_exploratory,yfinance_crypto_spot_cache,compact_challenge_diagnostic,evidence/challenge_runs/latest/,Approximate leverage diagnostic only; high stop-hit risk.,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money,Not eligible.,Already too risky.,Diagnostic only; not a strategy candidate.,crypto_simulated_leverage_2_0x,simulated_leverage_diagnostic,crypto_spot,tier1_exploratory,too_risky,no_action,False,False,False,mark_too_risky,"Conservative registry default from status=too_risky, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",risk_budget_or_stop_risk,not_flagged,breach_or_high_risk_flagged,risk-control evidence required before promotion,,,,,
individual_stock_momentum_gate1a,Individual Stock Momentum Gate 1A,stock_memo,equities,individual_stock_momentum,gate1a,,blocked,deferred,feasibility_memo,True,False,blocked_by_gate,vendor_review_only,gate0_gate1_gate1a_memos,evidence/latest/research_memos/gate1/individual_stock_momentum/vendor_verification/,Gate 1A decision is continue_defer; no serious prototype or toy demo approved.,continue_vendor_review,implement_loader;implement_strategy;run_backtest;approve_toy_demo;promote_to_real_money,"Verified survivorship-free data, delistings, corporate actions, licensing, and cost/runtime feasibility.",Credible data remains unavailable or too costly.,Implementation remains blocked.,individual_stock_momentum_gate1a,individual_stock_momentum,equities,blocked,deferred,continue_vendor_review,False,False,False,blocked,"Conservative registry default from status=deferred, tier=blocked, lane=stock_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,deferred,,,
qqq_spy_gld_ief_dual_momentum_v1,QQQ/SPY/GLD/IEF Dual Momentum,profit_exploration,ETF,dual_momentum,v1,,tier2_credible_prototype,too_risky,profit_exploration_research_sample,True,False,implemented_research_sample,existing_adjusted_etf_cache,profit_exploration,evidence/profit_exploration/latest/,"Research-sample completed; high target rates but stop/drawdown behavior classified too_risky/high_upside_high_risk, with no candidate_exhaustive queue recommendation.",research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules,"Research-sample review, possible candidate_exhaustive review, and separate promotion review if justified.","Duplicate of current finalists, too risky, unavailable data, or no improvement versus SPY_200d/combo/top2.","Implemented as research_sample only; no candidate-exhaustive, paper-forward observation, broker integration, or real-money recommendation is approved here.",qqq_spy_gld_ief_dual_momentum_v1,dual_momentum,ETF,tier2_credible_prototype,too_risky,research_sample_review,False,False,False,mark_too_risky,"Conservative registry default from status=too_risky, tier=tier2_credible_prototype, lane=profit_exploration. Run promotion review for evidence-backed decision.",risk_budget_or_stop_risk,not_flagged,breach_or_high_risk_flagged,risk-control evidence required before promotion,,,diagnostic_only,False,research_sample_only;not_candidate_exhaustive;not_paper_forward_allowed
commodity_wrapper,Commodity Wrapper,profit_exploration,ETF,commodity_wrapper,v1,,tier2_exploratory,deferred,recovered_strategy_state,True,False,not_implemented,existing_adjusted_etf_cache_or_missing,conversation_recovered,evidence/research_roadmap/latest/,Recovered from project conversation after lost updates; metrics are not claimed as recomputed.,defer_commodity_wrapper_until_after_managed_futures_review,add_broker_integration;broker_integration;call_provider_api;download_data;grid_search;live_orders;observe_as_paper_forward;order_placement;paper_forward_activation;paper_forward_checkpoint;place_live_orders;promote_to_real_money;real_money_recommendation;run_backtest;run_candidate_exhaustive;run_profit_exploration;run_research_sample;skip_gates;tune_parameters;use_crypto;use_forex;use_futures_contract_logic;use_individual_stock_logic;use_intraday_logic;use_leverage;use_margin;use_options;use_shorting,Manual review and appropriate validation gate before any promotion.,"Missing evidence, duplicate exposure, or risk budget failure.","Recovered state row; no broker integration, live orders, or real-money recommendation. Roadmap priority recorded; planning-only, no new strategy test.",commodity_wrapper,commodity_wrapper,ETF,tier2_exploratory,deferred,defer_commodity_wrapper_until_after_managed_futures_review,False,False,False,keep_watchlist,Conversation-recovered state only.,not_assessed_in_registry,not_flagged,not_assessed_in_registry,recomputed or promotion-gate evidence,,,research_only_recovered,False,conversation_recovered_only;not_recomputed
crypto_spot,Crypto Spot,profit_exploration,ETF,crypto_spot,v1,,tier2_exploratory,deferred,recovered_strategy_state,True,False,not_implemented,existing_adjusted_etf_cache_or_missing,conversation_recovered,evidence/research_roadmap/latest/,Recovered from project conversation after lost updates; metrics are not claimed as recomputed.,defer_crypto_spot,add_broker_integration;broker_integration;call_provider_api;download_data;grid_search;live_orders;observe_as_paper_forward;order_placement;paper_forward_activation;paper_forward_checkpoint;place_live_orders;promote_to_real_money;real_money_recommendation;run_backtest;run_candidate_exhaustive;run_profit_exploration;run_research_sample;skip_gates;tune_parameters;use_crypto;use_forex;use_futures_contract_logic;use_individual_stock_logic;use_intraday_logic;use_leverage;use_margin;use_options;use_shorting,Manual review and appropriate validation gate before any promotion.,"Missing evidence, duplicate exposure, or risk budget failure.","Recovered state row; no broker integration, live orders, or real-money recommendation. Roadmap priority recorded; planning-only, no new strategy test.",crypto_spot,crypto_spot,ETF,tier2_exploratory,deferred,defer_crypto_spot,False,False,False,keep_watchlist,Conversation-recovered state only.,not_assessed_in_registry,not_flagged,not_assessed_in_registry,recomputed or promotion-gate evidence,,,research_only_recovered,False,conversation_recovered_only;not_recomputed
dm_global_dual_momentum_top1_v1,dm_global_dual_momentum_top1_v1,profit_exploration,ETF,dual_momentum_paa_etf_wrapper,v1,dual_momentum_paa_etf_wrapper,tier2_exploratory,too_risky,dual_momentum_research_sample_row,True,False,implemented_research_sample,yfinance_compatible_adjusted_daily_etf_wrapper_data,dual_momentum_paa_etf_wrapper_research_sample,C:\Users\te3442\Documents\GitHub\trading-tournament\trading_tournament\evidence\research_samples\dual_momentum_paa_etf_wrapper\latest,Fast exploratory dual momentum/PAA ETF-wrapper research_sample verdict: too_risky. Exploratory non-final evidence only.,create_gtaa_faber_style_benchmark_lane_review_prompt,broker_integration;live_orders;order_placement;paper_forward_activation;real_money_recommendation;run_candidate_exhaustive_without_promotion_review,promotion review required before any candidate validation,"risk breach, duplicate exposure, too slow, or insufficient evidence",Exploratory non-final research_sample only.,dm_global_dual_momentum_top1_v1,dual_momentum_paa_etf_wrapper,ETF,research_sample,too_risky,create_gtaa_faber_style_benchmark_lane_review_prompt,False,False,False,too_risky,score=5.69; duplicate=not_proven_duplicate; bil_heavy=False,duplicate_or_speed_or_bil_gate,requires_review,research_sample_screened,promotion review if candidate,,,research_only,False,exploratory_non_final;no_real_money_path
