strategy_id,family,instrument_lane,registry_lane,evidence_tier,current_status,implementation_status,paper_forward_active,real_money_recommendation,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,latest_evidence_path,metrics_source,target_300_evidence,target_400_evidence,drawdown_evidence,stop_hit_evidence,stress_evidence,missing_evidence,evidence_needed,blocked_reason,duplicate_of,recommended_next_action,candidate_exhaustive_allowed,paper_forward_allowed,allowed_next_actions,forbidden_next_actions
portfolio_spy200d_70_gld_15_bil_15_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/challenge_runs/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
portfolio_spy200d_60_ief_20_gld_10_bil_10_v1,fixed_weight_portfolio,diversified ETF portfolio,compact_challenge,tier3_candidate_validation,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/challenge_runs/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive;tune_weights
family_individual_stock_momentum_v1,independent_family_blocked,individual_stock_momentum,stock_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_memos/gate1/individual_stock_momentum/vendor_verification/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified,,resolve_blocker_before_review,False,False,continue_vendor_review,implement_strategy;run_backtest;download_data;promote_to_real_money
family_options_directional_v1,independent_family_blocked,options_directional,options_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;options_data_and_execution_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_options_premium_v1,independent_family_blocked,options_premium,options_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;options_tail_risk_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_futures_trend_following_v1,independent_family_blocked,futures_trend_following,futures_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;futures_roll_margin_gap_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_forex_momentum_carry_v1,independent_family_blocked,forex_momentum_carry,forex_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;forex_execution_financing_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_intraday_orb_v1,independent_family_blocked,intraday_opening_range_breakout,intraday_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;intraday_data_and_fill_model_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_volatility_products_v1,independent_family_blocked,volatility_products,volatility_memo,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;volatility_product_mechanics_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
family_event_news_momentum_v1,independent_family_blocked,event_news_momentum,archive,blocked,blocked,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,family_lab/independent_family_specs.yaml,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,blocked_by_gate;point_in_time_event_data_missing,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money
B_ETF_trend_following,trend_following,ETF,etf_research,tier3_candidate_validation,too_slow,implemented,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,audit_harden,change_rules_in_place;tune_parameters;promote_to_real_money
C_swing_trend_pullback,swing_pullback,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
D_mean_reversion,mean_reversion,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
E_breakout_vcb,breakout,ETF,archive,blocked,rejected,archived,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money
crypto_simulated_leverage_1_5x,simulated_leverage_diagnostic,crypto_spot,crypto_exploratory,tier1_exploratory,too_risky,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/challenge_runs/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money
crypto_simulated_leverage_2_0x,simulated_leverage_diagnostic,crypto_spot,crypto_exploratory,tier1_exploratory,too_risky,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/challenge_runs/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money
individual_stock_momentum_gate1a,individual_stock_momentum,equities,stock_memo,blocked,deferred,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/latest/research_memos/gate1/individual_stock_momentum/vendor_verification/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,deferred,,resolve_blocker_before_review,False,False,continue_vendor_review,implement_loader;implement_strategy;run_backtest;approve_toy_demo;promote_to_real_money
options_directional_gate0_needed,directional_options,options,options_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
futures_trend_following_gate0_needed,trend_following,futures,futures_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
forex_momentum_carry_gate0_needed,momentum_carry,forex,forex_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
intraday_orb_gate0_needed,opening_range_breakout,intraday,intraday_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
volatility_products_gate0_needed,volatility,volatility_products,volatility_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
profit_GLD_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/profit_exploration/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
profit_IEF_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/profit_exploration/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
profit_SPY_GLD_dual_momentum_v1,dual_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,high_upside_high_risk_watchlist,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/profit_exploration/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
qqq_spy_gld_ief_dual_momentum_v1,dual_momentum,ETF,profit_exploration,tier2_credible_prototype,too_risky,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules
managed_futures_proxy_etf_trend_v1,managed_futures_style_trend,ETF_or_fund_proxy,profit_exploration,tier2_credible_prototype,too_slow,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_history;fund_wrapper_proxy_only;too_slow;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_futures_contract_logic;skip_methodology_gate;treat_as_direct_futures_strategy;add_CTA_FMF_WTMF_without_review
combo_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
top2_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
commodity_basket_tsmom_top2_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/commodity_exploratory/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_exploratory/latest/commodity_exploratory_results.csv,0.4102564102564102,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_200d_filter_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,filter_ineffective_or_bug_review,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.4358974358974359,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_half_bil_v1,fixed_strategy_combination,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,too_slow_defensive_watchlist,implemented_research_sample,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.2307692307692307,0.1794871794871795,-307.73520447159217,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
crypto_spot_tsmom_tier2_review_v1,crypto_spot_trend,crypto_spot,strategy_candidate_queue,tier1_research_queue,data_gated,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,queue_only;crypto_tier2_required;execution_model_missing;not_implemented,,resolve_blocker_before_review,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
crypto_spot_tsmom_top1_cash_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.0769230769230769,-1265.1518080332617,0.0769230769230769,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
crypto_spot_equal_weight_200d_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,high_upside_high_risk_watchlist,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.1025641025641025,-1041.1890628177516,0.0512820512820512,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
individual_stock_momentum_gate1b_v1,individual_stock_momentum,individual_stocks,strategy_candidate_queue,tier1_research_queue,conditional_pending_package_and_terms_selection,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/research_memos/gate1f/individual_stock_momentum/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,sharadar_package_not_selected;terms_acceptance_not_confirmed;cache_rights_unclear;delisting_treatment_unknown;point_in_time_universe_unclear;not_implemented,,resolve_blocker_before_review,False,False,user_select_sharadar_package,run_backtest;implement_strategy_without_data_gate;download_stock_data_without_gate1e;call_provider_api_without_terms_security;download_full_stock_universe;run_stock_backtest_before_tiny_sample_quality;call_provider_without_terms_acceptance;download_stock_data_without_tiny_sample_gate;download_stock_data_without_provider_terms_review;use_current_ticker_only_as_serious_evidence;ignore_delistings;ignore_survivorship_bias;observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_parameters;skip_gates
options_futures_forex_intraday_blocked_reference_v1,multi_blocked_reference,options_futures_forex_intraday_volatility,strategy_candidate_queue,blocked_by_gate,reject_for_now,not_implemented,False,False,False,False,False,reject,Existing evidence already rejects this row or marks it reject_for_now.,rejected_by_existing_evidence,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,new isolated version and fresh evidence required to reopen,,,no_action,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
