strategy_id,family,instrument_lane,evidence_tier,current_status,promotion_decision,failure_mode,closest_to_promotion_score,readiness_label,gap_recommended_next_action,failure_mode_reason,exact_evidence_needed_to_change_decision,missing_evidence,evidence_needed
SPY_200d_exposure_frontier_1_25x_v1,SPY_200d exposure frontier diagnostic,ETF simulated exposure,tier1_exploratory,too_risky,mark_too_risky,too_risky_drawdown_budget,0,not_close,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
SPY_200d_vol_target_12_cap_1_00_v1,SPY_200d volatility-control diagnostic,ETF,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
SPY_200d_vol_target_12_cap_1_10_v1,SPY_200d volatility-control diagnostic,ETF,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
portfolio_spy200d_100_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,watchlist_diagnostic,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
portfolio_spy200d_80_bil_20_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,duplicate_or_near_duplicate,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
portfolio_spy200d_70_bil_30_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,duplicate_or_near_duplicate,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
portfolio_spy200d_60_ief_20_bil_20_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
portfolio_spy200d_70_gld_15_bil_15_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
portfolio_spy200d_60_ief_20_gld_10_bil_10_v1,fixed_weight_portfolio,diversified ETF portfolio,tier3_candidate_validation,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
portfolio_spy200d_80_ab_20_v1,fixed_weight_portfolio,diversified ETF portfolio,tier2_credible_prototype,incomplete_evidence,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
portfolio_spy200d_70_ab_20_bil_10_v1,fixed_weight_portfolio,diversified ETF portfolio,tier2_credible_prototype,incomplete_evidence,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
family_broad_etf_spy200d_v1,independent_family_challenge,broad_etf_trend,tier3_candidate_validation,benchmark_candidate,keep_frozen_control,protected_frozen_control,0,not_close,reject_if_no_new_evidence,Frozen control or benchmark row is preserved for comparison.,none; compare or observe only,,none; compare or observe only
family_broad_etf_spy_buy_hold_v1,independent_family_challenge,broad_etf_buy_hold,benchmark,benchmark_candidate,keep_frozen_control,protected_frozen_control,0,not_close,reject_if_no_new_evidence,Frozen control or benchmark row is preserved for comparison.,none; compare or observe only,,none; compare or observe only
family_cash_treasury_bil_v1,independent_family_challenge,cash_treasury_proxy,benchmark,benchmark,keep_frozen_control,protected_frozen_control,0,not_close,reject_if_no_new_evidence,Frozen control or benchmark row is preserved for comparison.,none; compare or observe only,,none; compare or observe only
family_bond_treasury_ief_v1,independent_family_challenge,bond_treasury_etf,benchmark,benchmark,keep_frozen_control,protected_frozen_control,0,not_close,reject_if_no_new_evidence,Frozen control or benchmark row is preserved for comparison.,none; compare or observe only,,none; compare or observe only
family_gold_gld_v1,independent_family_challenge,gold_commodity_etf,benchmark,benchmark,keep_frozen_control,protected_frozen_control,0,not_close,reject_if_no_new_evidence,Frozen control or benchmark row is preserved for comparison.,none; compare or observe only,,none; compare or observe only
family_etf_sector_momentum_A_v1,independent_family_challenge,etf_sector_momentum,tier2_credible_prototype,incomplete_evidence,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
family_etf_ab_no_cash_v1,independent_family_challenge,etf_ab_strategy,tier3_candidate_validation,incomplete_evidence,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
family_crypto_spot_time_series_momentum_v1,independent_family_challenge,crypto_spot_momentum,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
family_crypto_spot_buy_hold_equal_weight_v1,independent_family_challenge,crypto_spot_buy_hold,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
family_individual_stock_momentum_v1,independent_family_blocked,individual_stock_momentum,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_options_directional_v1,independent_family_blocked,options_directional,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_options_premium_v1,independent_family_blocked,options_premium,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_futures_trend_following_v1,independent_family_blocked,futures_trend_following,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_forex_momentum_carry_v1,independent_family_blocked,forex_momentum_carry,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_intraday_orb_v1,independent_family_blocked,intraday_opening_range_breakout,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_volatility_products_v1,independent_family_blocked,volatility_products,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
family_event_news_momentum_v1,independent_family_blocked,event_news_momentum,blocked,blocked,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
A_ETF_sector_momentum,cross_sectional_momentum,ETF,tier3_candidate_validation,promotion_review_passed,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
B_ETF_trend_following,trend_following,ETF,tier3_candidate_validation,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
C_swing_trend_pullback,swing_pullback,ETF,blocked,rejected,reject,rejected_low_value,0,not_close,reject_if_no_new_evidence,Row has low research value under current gates.,new isolated version and fresh evidence required to reopen,,new isolated version and fresh evidence required to reopen
D_mean_reversion,mean_reversion,ETF,blocked,rejected,reject,rejected_low_value,0,not_close,reject_if_no_new_evidence,Row has low research value under current gates.,new isolated version and fresh evidence required to reopen,,new isolated version and fresh evidence required to reopen
E_breakout_vcb,breakout,ETF,blocked,rejected,reject,rejected_low_value,0,not_close,reject_if_no_new_evidence,Row has low research value under current gates.,new isolated version and fresh evidence required to reopen,,new isolated version and fresh evidence required to reopen
crypto_time_series_momentum,time_series_momentum,crypto_spot,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_short_history,0,not_close,keep_watchlist_short_history,Row is interesting but short-history limits confidence.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
crypto_dual_momentum_cash_filter,dual_momentum,crypto_spot,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_short_history,0,not_close,keep_watchlist_short_history,Row is interesting but short-history limits confidence.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
crypto_cross_sectional_momentum,cross_sectional_momentum,crypto_spot,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_short_history,0,not_close,keep_watchlist_short_history,Row is interesting but short-history limits confidence.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
crypto_buy_hold_equal_weight,buy_and_hold,crypto_spot,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_short_history,0,not_close,keep_watchlist_short_history,Row is interesting but short-history limits confidence.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
crypto_simulated_leverage_1_5x,simulated_leverage_diagnostic,crypto_spot,tier1_exploratory,too_risky,mark_too_risky,too_risky_drawdown_budget,0,not_close,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
crypto_simulated_leverage_2_0x,simulated_leverage_diagnostic,crypto_spot,tier1_exploratory,too_risky,mark_too_risky,too_risky_drawdown_budget,0,not_close,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
individual_stock_momentum_gate1a,individual_stock_momentum,equities,blocked,deferred,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
options_directional_gate0_needed,directional_options,options,tier0_research_map,memo_only,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
futures_trend_following_gate0_needed,trend_following,futures,tier0_research_map,memo_only,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
forex_momentum_carry_gate0_needed,momentum_carry,forex,tier0_research_map,memo_only,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
intraday_orb_gate0_needed,opening_range_breakout,intraday,tier0_research_map,memo_only,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
volatility_products_gate0_needed,volatility,volatility_products,tier0_research_map,memo_only,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
profit_GLD_200d_trend_model_v1,absolute_trend,ETF,tier2_credible_prototype,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
profit_IEF_200d_trend_model_v1,absolute_trend,ETF,tier2_credible_prototype,too_slow,mark_too_slow,too_slow_target_dilution,0,not_close,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
profit_SPY_GLD_dual_momentum_v1,dual_momentum,multi_asset_etf,tier2_credible_prototype,high_upside_high_risk_watchlist,mark_too_risky,too_risky_drawdown_budget,0,not_close,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
profit_SPY_GLD_IEF_dual_momentum_v1,dual_momentum,multi_asset_etf,tier2_credible_prototype,watchlist,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
profit_multi_asset_top2_momentum_v1,cross_asset_momentum,multi_asset_etf,tier2_credible_prototype,watchlist,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
profit_GLD_SPY_rotation_v1,relative_momentum_rotation,multi_asset_etf,tier2_credible_prototype,watchlist,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
profit_combo_SPY200d_GLD_50_50_v1,fixed_weight_combination,fixed ETF combination,tier2_credible_prototype,active_paper_demo_observation,keep_active_observation,protected_active_observation,0,not_close,reject_if_no_new_evidence,Active paper/demo observation is protected from mutation.,scheduled paper/demo checkpoint only,,scheduled paper/demo checkpoint only
profit_combo_SPY200d_GLD_BIL_60_30_10_v1,fixed_weight_combination,fixed ETF combination,tier2_credible_prototype,watchlist,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
profit_combo_SPY200d_crypto_tsmom_90_10_v1,fixed_weight_combination,fixed ETF crypto combination,tier1_exploratory,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
asset_class_tsmom_equal_weight_v1,asset_class_time_series_momentum,ETF,tier2_credible_prototype,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
asset_class_tsmom_top1_v1,asset_class_time_series_momentum,ETF,tier2_credible_prototype,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
asset_class_tsmom_top2_v1,asset_class_time_series_momentum,ETF,tier2_credible_prototype,exploratory_only,mark_historical_leader,protected_historical_leader,0,not_close,reject_if_no_new_evidence,Historical leader remains preserved as a comparison row.,preserve and compare in future reviews,,preserve and compare in future reviews
dual_momentum_SPY_GLD_IEF_v1,dual_momentum,ETF,tier2_credible_prototype,duplicate_skipped,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
GLD_200d_trend_model_v1,absolute_trend,ETF,tier2_credible_prototype,exploratory_only,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
qqq_spy_gld_ief_dual_momentum_v1,dual_momentum,ETF,tier2_credible_prototype,too_risky,mark_too_risky,too_risky_drawdown_budget,0,not_close,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
value_momentum_factor_etf_rotation_v1,factor_rotation,ETF,tier2_credible_prototype,duplicate_or_near_duplicate,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
low_vol_quality_defensive_rotation_v1,defensive_factor_rotation,ETF,tier1_research_queue,research_queue,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
sector_top2_momentum_simple_v1,sector_momentum,sector_ETF,tier2_credible_prototype,watchlist,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
managed_futures_proxy_etf_trend_v1,managed_futures_style_trend,ETF_or_fund_proxy,tier2_credible_prototype,too_slow,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
combo_plus_top2_50_50_v1,fixed_strategy_combination,fixed ETF combination,tier2_credible_prototype,duplicate_or_near_duplicate,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
combo_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,tier2_credible_prototype,short_history_watchlist,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
top2_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,tier2_credible_prototype,short_history_watchlist,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
treasury_duration_trend_rotation_v1,bond_trend_rotation,Treasury_ETF,tier1_research_queue,research_queue,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
commodity_basket_etf_momentum_v1,commodity_momentum,commodity_ETF,tier1_research_queue,fast_exploratory_screen_completed,keep_watchlist,watchlist_missing_diagnostics,0,not_close,run_target_window_independence_test,Watchlist row is missing target-window or overlap diagnostics.,stronger target/risk/duplicate diagnostics,,stronger target/risk/duplicate diagnostics
commodity_basket_tsmom_top2_v1,commodity_wrapper_time_series_momentum,commodity_ETF,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,mark_too_risky,too_risky_drawdown_budget,30,low_watchlist,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
commodity_basket_tsmom_top2_200d_filter_v1,commodity_wrapper_time_series_momentum,commodity_ETF,tier1_or_tier2_exploratory,filter_ineffective_or_bug_review,mark_too_risky,too_risky_drawdown_budget,30,low_watchlist,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
commodity_basket_tsmom_top2_half_bil_v1,fixed_strategy_combination,commodity_ETF,tier1_or_tier2_exploratory,too_slow_defensive_watchlist,mark_too_slow,too_slow_target_dilution,25,low_watchlist,keep_watchlist_too_slow,Defensive scaling or low target rates made the row too slow.,meaningful target-rate improvement without risk-budget breach,,meaningful target-rate improvement without risk-budget breach
combo_plus_commodity_basket_80_20_v1,fixed_strategy_combination,commodity_ETF,tier1_or_tier2_exploratory,watchlist,mark_duplicate_or_near_duplicate,duplicate_existing_leader,0,not_close,keep_watchlist_due_to_duplicate_behavior,Row duplicates or mostly inherits existing leader behavior (leader overlap flagged).,incremental target-window and attribution evidence,,incremental target-window and attribution evidence
crypto_spot_tsmom_tier2_review_v1,crypto_spot_trend,crypto_spot,tier1_research_queue,data_gated,blocked,blocked_survivorship_or_point_in_time_data,0,not_close,blocked_until_data_gate_resolved,"Serious evidence is blocked by survivorship, delisting, or point-in-time data requirements.",resolve blocker before any candidate_exhaustive queue decision,,resolve blocker before any candidate_exhaustive queue decision
crypto_spot_tsmom_top1_cash_filter_v1,crypto_spot_trend,crypto_spot,tier2_exploratory,watchlist,mark_too_risky,too_risky_drawdown_budget,30,low_watchlist,run_drawdown_overlap_test,Drawdown or risk-budget behavior is too weak for promotion.,risk-control evidence with drawdown inside budget,,risk-control evidence with drawdown inside budget
