id,display_name,lane,instrument_family,strategy_family,version,parent_id,credibility_tier,status,role,rules_frozen,paper_forward_active,implementation_status,data_source,evidence_source,latest_evidence_path,latest_known_result_summary,allowed_next_action,forbidden_next_actions,promotion_requirements,demotion_or_kill_criteria,notes,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers
family_options_directional_v1,Family Options Directional,options_memo,options_directional,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Option execution/risk modeling remains unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;options_data_and_execution_model_missing
family_options_premium_v1,Family Options Premium,options_memo,options_premium,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, margin, assignment, tail-risk, or realistic fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Tail-risk and execution modeling remain unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;options_tail_risk_model_missing
family_futures_trend_following_v1,Family Futures Trend Following,futures_memo,futures_trend_following,independent_family_blocked,v1,futures_trend_following_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no continuous contract, roll, margin, leverage, or gap model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,"Roll, margin, and gap risk remain unresolved.",Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;futures_roll_margin_gap_model_missing
family_forex_momentum_carry_v1,Family Forex Momentum Carry,forex_memo,forex_momentum_carry,independent_family_blocked,v1,forex_momentum_carry_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no spread, financing, leverage, or broker execution model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Execution and financing modeling remain unresolved.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;forex_execution_financing_model_missing
family_intraday_orb_v1,Family Intraday ORB,intraday_memo,intraday_opening_range_breakout,independent_family_blocked,v1,intraday_orb_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; daily bars cannot model intraday fills, spreads, queue, or stop behavior.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Intraday execution realism remains unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;intraday_data_and_fill_model_missing
family_volatility_products_v1,Family Volatility Products,volatility_memo,volatility_products,independent_family_blocked,v1,volatility_products_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no product mechanics, decay, roll-yield, path-dependency, or event-risk model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Product path-dependency and event risk remain unacceptable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;volatility_product_mechanics_missing
family_event_news_momentum_v1,Family Event News Momentum,archive,event_news_momentum,independent_family_blocked,v1,,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,Blocked; no point-in-time event timestamps or reliable historical event data.,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Point-in-time data remains unavailable.,Family is reported but not run.,blocked_by_gate,False,blocked_by_gate;point_in_time_event_data_missing
C_swing_trend_pullback,C Swing Trend Pullback,archive,ETF,swing_pullback,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,,,
D_mean_reversion,D Mean Reversion,archive,ETF,mean_reversion,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,,,
E_breakout_vcb,E Breakout VCB,archive,ETF,breakout,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,,,
crypto_simulated_leverage_1_5x,Crypto Simulated Leverage 1.5x,crypto_exploratory,crypto_spot,simulated_leverage_diagnostic,v1,crypto_buy_hold_equal_weight,tier1_exploratory,too_risky,diagnostic_only,True,False,implemented_exploratory,yfinance_crypto_spot_cache,compact_challenge_diagnostic,evidence/challenge_runs/latest/,Approximate leverage diagnostic only; not real margin or liquidation modeling.,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money,Not eligible.,Already too risky.,Diagnostic only; not a strategy candidate.,,,
crypto_simulated_leverage_2_0x,Crypto Simulated Leverage 2.0x,crypto_exploratory,crypto_spot,simulated_leverage_diagnostic,v1,crypto_buy_hold_equal_weight,tier1_exploratory,too_risky,diagnostic_only,True,False,implemented_exploratory,yfinance_crypto_spot_cache,compact_challenge_diagnostic,evidence/challenge_runs/latest/,Approximate leverage diagnostic only; high stop-hit risk.,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money,Not eligible.,Already too risky.,Diagnostic only; not a strategy candidate.,,,
individual_stock_momentum_gate1a,Individual Stock Momentum Gate 1A,stock_memo,equities,individual_stock_momentum,gate1a,,blocked,deferred,feasibility_memo,True,False,blocked_by_gate,vendor_review_only,gate0_gate1_gate1a_memos,evidence/latest/research_memos/gate1/individual_stock_momentum/vendor_verification/,Gate 1A decision is continue_defer; no serious prototype or toy demo approved.,continue_vendor_review,implement_loader;implement_strategy;run_backtest;approve_toy_demo;promote_to_real_money,"Verified survivorship-free data, delistings, corporate actions, licensing, and cost/runtime feasibility.",Credible data remains unavailable or too costly.,Implementation remains blocked.,,,
