run_id,lane,strategy,portfolio_id,portfolio_role,family_id,family_group,family_role,independent_family_account,shared_capital_with_other_families,portfolio_mix,role,instrument_family,credibility_tier,implementation_status,run_allowed,run_status,blocked_reason,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,exposure_multiplier,standard_or_stress,rolling_method,sampled_results_are_final,final_validation_completed,cost_model,cost_model_quality,portfolio_rebalance_frequency,portfolio_sleeves,portfolio_weights,equity_weight,cash_weight,bond_weight,gold_weight,crypto_weight,strategy_weight,max_single_sleeve_weight,average_portfolio_turnover,rebalance_count,unavailable_sleeves,availability_notes,spread_slippage_per_side,annual_financing_rate,financing_cost_assumption,target_vol_annualized,realized_vol_window,exposure_cap,average_exposure,max_exposure,min_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes
20260601_235426,independent_family_challenge,A_ETF_sector_momentum,,,family_etf_sector_momentum_A_v1,etf_sector_momentum,ETF momentum family reference,True,False,False,ETF momentum family reference,etf_sector_momentum,tier2_credible_prototype,implemented_if_exact_stream_available,true_if_exact_stream_available,incomplete_evidence,Exact challenge-comparable rolling stream for current_momentum_only_A is incomplete; family row is not approximated from summary metrics.,not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incomplete_evidence,incomplete_evidence,Exact challenge-comparable rolling stream for current_momentum_only_A is incomplete; family row is not approximated from summary metrics.,unavailable,not_run,Exact challenge-comparable rolling stream for current_momentum_only_A is incomplete; family row is not approximated from summary metrics.,balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,satellite,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,Exact challenge-comparable rolling stream for current_momentum_only_A is incomplete; family row is not approximated from summary metrics.
20260601_235426,independent_family_challenge,current_no_cash_proxy_alpha_AB,,,family_etf_ab_no_cash_v1,etf_ab_strategy,custom ETF strategy family control,True,False,False,custom ETF strategy family control,etf_ab_strategy,tier3_candidate_validation_if_exhaustive,implemented_if_exact_stream_available,true_if_exact_stream_available,incomplete_evidence,Exact challenge-comparable rolling stream for current_no_cash_proxy_alpha_AB is incomplete; family row is not approximated from summary metrics.,not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incomplete_evidence,incomplete_evidence,Exact challenge-comparable rolling stream for current_no_cash_proxy_alpha_AB is incomplete; family row is not approximated from summary metrics.,unavailable,not_run,Exact challenge-comparable rolling stream for current_no_cash_proxy_alpha_AB is incomplete; family row is not approximated from summary metrics.,balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,Exact challenge-comparable rolling stream for current_no_cash_proxy_alpha_AB is incomplete; family row is not approximated from summary metrics.
20260601_235426,independent_family_challenge,family_individual_stock_momentum_v1,,,family_individual_stock_momentum_v1,individual_stock_momentum,blocked_research_family,True,False,False,blocked_research_family,individual_stock_momentum,blocked,blocked_by_gate,False,blocked_by_gate,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,unavailable,not_run,Gate 1A continue_defer; no survivorship-free data/delisting treatment.,balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,Gate 1A continue_defer; no survivorship-free data/delisting treatment.
20260601_235426,independent_family_challenge,family_options_directional_v1,,,family_options_directional_v1,options_directional,blocked_research_family,True,False,False,blocked_research_family,options_directional,blocked,blocked_by_gate,False,blocked_by_gate,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",unavailable,not_run,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"No option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model."
20260601_235426,independent_family_challenge,family_options_premium_v1,,,family_options_premium_v1,options_premium,blocked_research_family,True,False,False,blocked_research_family,options_premium,blocked,blocked_by_gate,False,blocked_by_gate,"No option-chain, margin, assignment, tail-risk, or realistic fill model.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"No option-chain, margin, assignment, tail-risk, or realistic fill model.",unavailable,not_run,"No option-chain, margin, assignment, tail-risk, or realistic fill model.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"No option-chain, margin, assignment, tail-risk, or realistic fill model."
20260601_235426,independent_family_challenge,family_futures_trend_following_v1,,,family_futures_trend_following_v1,futures_trend_following,blocked_research_family,True,False,False,blocked_research_family,futures_trend_following,blocked,blocked_by_gate,False,blocked_by_gate,"No continuous contract, roll, margin, leverage, or gap model.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"No continuous contract, roll, margin, leverage, or gap model.",unavailable,not_run,"No continuous contract, roll, margin, leverage, or gap model.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"No continuous contract, roll, margin, leverage, or gap model."
20260601_235426,independent_family_challenge,family_forex_momentum_carry_v1,,,family_forex_momentum_carry_v1,forex_momentum_carry,blocked_research_family,True,False,False,blocked_research_family,forex_momentum_carry,blocked,blocked_by_gate,False,blocked_by_gate,"No spread, financing, leverage, or broker execution model.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"No spread, financing, leverage, or broker execution model.",unavailable,not_run,"No spread, financing, leverage, or broker execution model.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"No spread, financing, leverage, or broker execution model."
20260601_235426,independent_family_challenge,family_intraday_orb_v1,,,family_intraday_orb_v1,intraday_opening_range_breakout,blocked_research_family,True,False,False,blocked_research_family,intraday_opening_range_breakout,blocked,blocked_by_gate,False,blocked_by_gate,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",unavailable,not_run,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"Current daily bars cannot model intraday fills, spreads, queue, or stop behavior."
20260601_235426,independent_family_challenge,family_volatility_products_v1,,,family_volatility_products_v1,volatility_products,blocked_research_family,True,False,False,blocked_research_family,volatility_products,blocked,blocked_by_gate,False,blocked_by_gate,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",unavailable,not_run,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model.",balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,"No product mechanics, decay, roll-yield, path-dependency, or event-risk model."
20260601_235426,independent_family_challenge,family_event_news_momentum_v1,,,family_event_news_momentum_v1,event_news_momentum,blocked_research_family,True,False,False,blocked_research_family,event_news_momentum,blocked,blocked_by_gate,False,blocked_by_gate,No point-in-time event timestamps or reliable historical event data.,not_run,,,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,not_run,False,False,not_applicable,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocked_by_gate,blocked_by_gate,No point-in-time event timestamps or reliable historical event data.,unavailable,not_run,No point-in-time event timestamps or reliable historical event data.,balanced_speculative_research_v1,normal,0.0,0.0,0.0,False,False,False,blocked_by_gate,paper_forward_eligible_if_candidate_validated,blocked_until_gate,False,stop_enforced_metric_quality_unavailable;final_validation_completed_false,No point-in-time event timestamps or reliable historical event data.
